InstrumentID,UpdateTime,UpdateMillisec,LastPrice,Volume,TradingDay
rb1905,21:00:43,0,3507,7940,20181119
rb1905,21:00:43,500,3509,8246,20181119
rb1905,21:00:44,0,3506,8288,20181119
rb1905,21:00:44,500,3508,8292,20181119
rb1905,21:00:45,0,3508,8292,20181119
rb1905,21:00:45,500,3508,8292,20181119
rb1905,21:00:46,0,3508,8292,20181119
rb1905,21:00:46,500,3507,8436,20181119
rb1905,21:00:47,0,3509,8478,20181119
rb1905,21:00:47,500,3510,8614,20181119
rb1905,21:00:48,0,3510,8676,20181119
rb1905,21:00:48,500,3510,8818,20181119
rb1905,21:00:49,0,3511,8820,20181119
rb1905,21:00:49,500,3511,8850,20181119
rb1905,21:00:50,0,3511,8856,20181119
rb1905,21:00:50,500,3510,8884,20181119
rb1905,21:00:51,0,3510,8902,20181119
rb1905,21:00:51,500,3511,8904,20181119
rb1905,21:00:52,0,3511,8906,20181119
rb1905,21:00:52,500,3512,8908,20181119
rb1905,21:00:53,0,3512,8938,20181119
rb1905,21:00:53,500,3511,9072,20181119
rb1905,21:00:54,0,3512,9330,20181119
rb1905,21:00:54,500,3510,9464,20181119
rb1905,21:00:55,0,3512,9468,20181119
rb1905,21:00:55,500,3511,9478,20181119
rb1905,21:00:56,0,3512,9520,20181119
rb1905,21:00:56,500,3511,9542,20181119
rb1905,21:00:57,0,3512,9554,20181119
rb1905,21:00:57,500,3512,9668,20181119
rb1905,21:00:58,0,3510,9698,20181119
rb1905,21:00:58,500,3511,9718,20181119
rb1905,21:00:59,0,3512,9732,20181119
rb1905,21:00:59,500,3511,9742,20181119
rb1905,21:01:00,0,3510,9756,20181119
rb1905,21:01:00,500,3512,9772,20181119
rb1905,21:01:01,0,3511,9868,20181119
rb1905,21:01:01,500,3511,9870,20181119
rb1905,21:01:02,0,3511,9874,20181119
rb1905,21:01:02,500,3511,9894,20181119
rb1905,21:01:03,0,3511,9908,20181119
rb1905,21:01:03,500,3511,9938,20181119
rb1905,21:01:04,0,3510,10014,20181119
rb1905,21:01:04,500,3511,10020,20181119
rb1905,21:01:05,0,3511,10020,20181119
rb1905,21:01:05,500,3511,10052,20181119
rb1905,21:01:06,0,3512,10152,20181119
rb1905,21:01:06,500,3510,10194,20181119
rb1905,21:01:07,0,3512,10202,20181119
rb1905,21:01:07,500,3511,10204,20181119
rb1905,21:01:08,0,3510,10238,20181119
rb1905,21:01:08,500,3510,10288,20181119
rb1905,21:01:09,0,3510,10354,20181119
rb1905,21:01:09,500,3511,10484,20181119
rb1905,21:01:10,0,3510,10486,20181119
rb1905,21:01:10,500,3510,10502,20181119
rb1905,21:01:11,0,3510,10634,20181119
rb1905,21:01:11,500,3510,10636,20181119
rb1905,21:01:12,0,3508,10650,20181119
rb1905,21:01:12,500,3509,10654,20181119
rb1905,21:01:13,0,3509,10670,20181119
rb1905,21:01:13,500,3509,10760,20181119
rb1905,21:01:14,0,3509,10762,20181119
rb1905,21:01:14,500,3509,10788,20181119
rb1905,21:01:15,0,3509,10790,20181119
rb1905,21:01:15,500,3509,10802,20181119
rb1905,21:01:16,0,3509,10806,20181119
rb1905,21:01:16,500,3509,10814,20181119
rb1905,21:01:17,0,3510,10822,20181119
rb1905,21:01:17,500,3509,10828,20181119
rb1905,21:01:18,0,3509,10832,20181119
rb1905,21:01:18,500,3510,10852,20181119
rb1905,21:01:19,0,3509,10854,20181119
rb1905,21:01:19,500,3509,10858,20181119
rb1905,21:01:20,0,3510,10872,20181119
rb1905,21:01:20,500,3509,10980,20181119
rb1905,21:01:21,0,3509,10980,20181119
rb1905,21:01:21,500,3509,10988,20181119
rb1905,21:01:22,0,3510,11032,20181119
rb1905,21:01:22,500,3509,11068,20181119
rb1905,21:01:23,0,3509,11070,20181119
rb1905,21:01:23,500,3509,11090,20181119
rb1905,21:01:24,0,3509,11092,20181119
rb1905,21:01:24,500,3508,11096,20181119
rb1905,21:01:25,0,3510,11768,20181119
rb1905,21:01:25,500,3509,11828,20181119
rb1905,21:01:26,0,3511,11860,20181119
rb1905,21:01:26,500,3510,11880,20181119
rb1905,21:01:27,0,3510,11888,20181119
rb1905,21:01:27,500,3510,11930,20181119
rb1905,21:01:28,0,3510,11932,20181119
rb1905,21:01:28,500,3510,11946,20181119
rb1905,21:01:29,0,3511,11950,20181119
rb1905,21:01:29,500,3512,11970,20181119
rb1905,21:01:30,0,3511,11994,20181119
rb1905,21:01:30,500,3511,12010,20181119
rb1905,21:01:31,0,3511,12022,20181119
rb1905,21:01:31,500,3511,12048,20181119
rb1905,21:01:32,0,3511,12062,20181119
rb1905,21:01:32,500,3512,12074,20181119
rb1905,21:01:33,0,3512,12096,20181119
rb1905,21:01:33,500,3513,12286,20181119
rb1905,21:01:34,0,3511,12542,20181119
rb1905,21:01:34,500,3512,12596,20181119
rb1905,21:01:35,0,3514,12620,20181119
rb1905,21:01:35,500,3513,12744,20181119
rb1905,21:01:36,0,3514,12752,20181119
rb1905,21:01:36,500,3514,12770,20181119
rb1905,21:01:37,0,3514,12808,20181119
rb1905,21:01:37,500,3513,12832,20181119
rb1905,21:01:38,0,3514,12836,20181119
rb1905,21:01:38,500,3514,12892,20181119
rb1905,21:01:39,0,3513,12960,20181119
rb1905,21:01:39,500,3514,13000,20181119
rb1905,21:01:40,0,3513,13016,20181119
rb1905,21:01:40,500,3514,13060,20181119
rb1905,21:01:41,0,3514,13068,20181119
rb1905,21:01:41,500,3513,13072,20181119
rb1905,21:01:42,0,3514,13128,20181119
rb1905,21:01:42,500,3513,13132,20181119
rb1905,21:01:43,0,3513,13144,20181119
rb1905,21:01:43,500,3513,13162,20181119
rb1905,21:01:44,0,3513,13202,20181119
rb1905,21:01:44,500,3513,13216,20181119
rb1905,21:01:45,0,3513,13224,20181119
rb1905,21:01:45,500,3513,13294,20181119
rb1905,21:01:46,0,3513,13296,20181119
rb1905,21:01:46,500,3511,13304,20181119
rb1905,21:01:47,0,3511,13304,20181119
rb1905,21:01:47,500,3511,13308,20181119
rb1905,21:01:48,0,3511,13320,20181119
rb1905,21:01:48,500,3512,13324,20181119
rb1905,21:01:49,0,3512,13324,20181119
rb1905,21:01:49,500,3512,13338,20181119
rb1905,21:01:50,0,3512,13338,20181119
rb1905,21:01:50,500,3512,13364,20181119
rb1905,21:01:51,0,3513,13374,20181119
rb1905,21:01:51,500,3513,13380,20181119
rb1905,21:01:52,0,3513,13380,20181119
rb1905,21:01:52,500,3512,13382,20181119
rb1905,21:01:53,0,3512,13404,20181119
rb1905,21:01:53,500,3513,13422,20181119
rb1905,21:01:54,0,3512,13442,20181119
rb1905,21:01:54,500,3512,13442,20181119
rb1905,21:01:55,0,3512,13452,20181119
rb1905,21:01:55,500,3511,13478,20181119
rb1905,21:01:56,0,3512,13502,20181119
rb1905,21:01:56,500,3512,13520,20181119
rb1905,21:01:57,0,3512,13530,20181119
rb1905,21:01:57,500,3511,13552,20181119
rb1905,21:01:58,0,3512,13574,20181119
rb1905,21:01:58,500,3512,13622,20181119
rb1905,21:01:59,0,3513,13646,20181119
rb1905,21:01:59,500,3511,13654,20181119
rb1905,21:02:00,0,3511,13654,20181119
rb1905,21:02:00,500,3510,13820,20181119
rb1905,21:02:01,0,3512,13822,20181119
rb1905,21:02:01,500,3512,13846,20181119
rb1905,21:02:02,0,3511,13868,20181119
rb1905,21:02:02,500,3511,13886,20181119
rb1905,21:02:03,0,3511,13886,20181119
rb1905,21:02:03,500,3512,13924,20181119
rb1905,21:02:04,0,3510,13944,20181119
rb1905,21:02:04,500,3510,13944,20181119
rb1905,21:02:05,0,3511,13946,20181119
rb1905,21:02:05,500,3511,13980,20181119
rb1905,21:02:06,0,3511,13982,20181119
rb1905,21:02:06,500,3511,13984,20181119
rb1905,21:02:07,0,3511,14016,20181119
rb1905,21:02:07,500,3511,14022,20181119
rb1905,21:02:08,0,3511,14026,20181119
rb1905,21:02:08,500,3511,14026,20181119
rb1905,21:02:09,0,3510,14028,20181119
rb1905,21:02:09,500,3510,14072,20181119
rb1905,21:02:10,0,3510,14076,20181119
rb1905,21:02:10,500,3510,14076,20181119
rb1905,21:02:11,0,3510,14106,20181119
rb1905,21:02:11,500,3511,14392,20181119
rb1905,21:02:12,0,3510,14396,20181119
rb1905,21:02:12,500,3509,14466,20181119
rb1905,21:02:13,0,3511,14496,20181119
rb1905,21:02:13,500,3511,14500,20181119
rb1905,21:02:14,0,3510,14502,20181119
rb1905,21:02:14,500,3510,14502,20181119
rb1905,21:02:15,0,3510,14502,20181119
rb1905,21:02:15,500,3510,14556,20181119
rb1905,21:02:16,0,3509,14656,20181119
rb1905,21:02:16,500,3509,14656,20181119
rb1905,21:02:17,0,3509,14844,20181119
rb1905,21:02:17,500,3509,14848,20181119
rb1905,21:02:18,0,3509,14954,20181119
rb1905,21:02:18,500,3508,15096,20181119
rb1905,21:02:19,0,3507,15256,20181119
rb1905,21:02:19,500,3507,15374,20181119
rb1905,21:02:20,0,3507,15380,20181119
rb1905,21:02:20,500,3508,15398,20181119
rb1905,21:02:21,0,3507,15404,20181119
rb1905,21:02:21,500,3507,15410,20181119
rb1905,21:02:22,0,3508,15420,20181119
rb1905,21:02:22,500,3508,15428,20181119
rb1905,21:02:23,0,3508,15428,20181119
rb1905,21:02:23,500,3507,15430,20181119
rb1905,21:02:24,0,3507,15516,20181119
rb1905,21:02:24,500,3508,15520,20181119
rb1905,21:02:25,0,3509,15526,20181119
rb1905,21:02:25,500,3507,15646,20181119
rb1905,21:02:26,0,3507,15646,20181119
rb1905,21:02:26,500,3508,15648,20181119
rb1905,21:02:27,0,3508,15648,20181119
rb1905,21:02:27,500,3508,15650,20181119
rb1905,21:02:28,0,3508,15652,20181119
rb1905,21:02:28,500,3508,15654,20181119
rb1905,21:02:29,0,3508,15660,20181119
rb1905,21:02:29,500,3507,15760,20181119
rb1905,21:02:30,0,3508,15862,20181119
rb1905,21:02:30,500,3508,15884,20181119
rb1905,21:02:31,0,3507,15916,20181119
rb1905,21:02:31,500,3508,15918,20181119
rb1905,21:02:32,0,3508,15920,20181119
rb1905,21:02:32,500,3508,15920,20181119
rb1905,21:02:33,0,3508,15950,20181119
rb1905,21:02:33,500,3509,15958,20181119
rb1905,21:02:34,0,3507,15986,20181119
rb1905,21:02:34,500,3508,15992,20181119
rb1905,21:02:35,0,3508,15994,20181119
rb1905,21:02:35,500,3508,15998,20181119
rb1905,21:02:36,0,3508,16036,20181119
rb1905,21:02:36,500,3507,16038,20181119
rb1905,21:02:37,0,3507,16062,20181119
rb1905,21:02:37,500,3507,16062,20181119
rb1905,21:02:38,0,3507,16072,20181119
rb1905,21:02:38,500,3506,16202,20181119
rb1905,21:02:39,0,3507,16238,20181119
rb1905,21:02:39,500,3507,16244,20181119
rb1905,21:02:40,0,3507,16250,20181119
rb1905,21:02:40,500,3507,16274,20181119
rb1905,21:02:41,0,3507,16288,20181119
rb1905,21:02:41,500,3508,16314,20181119
rb1905,21:02:42,0,3507,16328,20181119
rb1905,21:02:42,500,3506,16332,20181119
rb1905,21:02:43,0,3506,16334,20181119
rb1905,21:02:43,500,3507,16336,20181119
rb1905,21:02:44,0,3507,16356,20181119
rb1905,21:02:44,500,3507,16356,20181119
rb1905,21:02:45,0,3507,16388,20181119
rb1905,21:02:45,500,3506,16402,20181119
rb1905,21:02:46,0,3506,16408,20181119
rb1905,21:02:46,500,3506,16410,20181119
rb1905,21:02:47,0,3507,16474,20181119
rb1905,21:02:47,500,3507,16482,20181119
rb1905,21:02:48,0,3507,16492,20181119
rb1905,21:02:48,500,3507,16492,20181119
rb1905,21:02:49,0,3507,16492,20181119
rb1905,21:02:49,500,3507,16664,20181119
rb1905,21:02:50,0,3508,16700,20181119
rb1905,21:02:50,500,3507,16704,20181119
rb1905,21:02:51,0,3508,16714,20181119
rb1905,21:02:51,500,3507,16716,20181119
rb1905,21:02:52,0,3507,16746,20181119
rb1905,21:02:52,500,3506,16766,20181119
rb1905,21:02:53,0,3507,16780,20181119
rb1905,21:02:53,500,3507,16806,20181119
rb1905,21:02:54,0,3506,16808,20181119
rb1905,21:02:54,500,3507,16812,20181119
rb1905,21:02:55,0,3506,16850,20181119
rb1905,21:02:55,500,3506,16854,20181119
rb1905,21:02:56,0,3506,16854,20181119
rb1905,21:02:56,500,3507,16862,20181119
rb1905,21:02:57,0,3507,16878,20181119
rb1905,21:02:57,500,3506,16882,20181119
rb1905,21:02:58,0,3506,16928,20181119
rb1905,21:02:58,500,3507,16944,20181119
rb1905,21:02:59,0,3507,17210,20181119
rb1905,21:02:59,500,3507,17244,20181119
rb1905,21:03:00,0,3507,17248,20181119
rb1905,21:03:00,500,3507,17248,20181119
rb1905,21:03:01,0,3507,17278,20181119
rb1905,21:03:01,500,3507,17278,20181119
rb1905,21:03:02,0,3507,17282,20181119
rb1905,21:03:02,500,3506,17572,20181119
rb1905,21:03:03,0,3506,17662,20181119
rb1905,21:03:03,500,3507,17726,20181119
rb1905,21:03:04,0,3506,17738,20181119
rb1905,21:03:04,500,3506,17742,20181119
rb1905,21:03:05,0,3506,17784,20181119
rb1905,21:03:05,500,3506,17786,20181119
rb1905,21:03:06,0,3506,17792,20181119
rb1905,21:03:06,500,3506,17804,20181119
rb1905,21:03:07,0,3507,17808,20181119
rb1905,21:03:07,500,3506,17812,20181119
rb1905,21:03:08,0,3506,17814,20181119
rb1905,21:03:08,500,3507,17870,20181119
rb1905,21:03:09,0,3506,17872,20181119
rb1905,21:03:09,500,3506,17872,20181119
rb1905,21:03:10,0,3506,17882,20181119
rb1905,21:03:10,500,3507,17982,20181119
rb1905,21:03:11,0,3506,18004,20181119
rb1905,21:03:11,500,3506,18008,20181119
rb1905,21:03:12,0,3506,18016,20181119
rb1905,21:03:12,500,3506,18038,20181119
rb1905,21:03:13,0,3506,18038,20181119
rb1905,21:03:13,500,3505,18114,20181119
rb1905,21:03:14,0,3507,18120,20181119
rb1905,21:03:14,500,3507,18126,20181119
rb1905,21:03:15,0,3507,18126,20181119
rb1905,21:03:15,500,3506,18128,20181119
rb1905,21:03:16,0,3506,18128,20181119
rb1905,21:03:16,500,3507,18188,20181119
rb1905,21:03:17,0,3506,18192,20181119
rb1905,21:03:17,500,3506,18212,20181119
rb1905,21:03:18,0,3507,18218,20181119
rb1905,21:03:18,500,3506,18420,20181119
rb1905,21:03:19,0,3507,18442,20181119
rb1905,21:03:19,500,3506,18444,20181119
rb1905,21:03:20,0,3506,18444,20181119
rb1905,21:03:20,500,3507,18448,20181119
rb1905,21:03:21,0,3506,18456,20181119
rb1905,21:03:21,500,3506,18456,20181119
rb1905,21:03:22,0,3506,18458,20181119
rb1905,21:03:22,500,3506,18462,20181119
rb1905,21:03:23,0,3506,18470,20181119
rb1905,21:03:23,500,3506,18476,20181119
rb1905,21:03:24,0,3507,18480,20181119
rb1905,21:03:24,500,3505,18520,20181119
rb1905,21:03:25,0,3506,18524,20181119
rb1905,21:03:25,500,3506,18550,20181119
rb1905,21:03:26,0,3506,18550,20181119
rb1905,21:03:26,500,3506,18550,20181119
rb1905,21:03:27,0,3507,18556,20181119
rb1905,21:03:27,500,3507,18562,20181119
rb1905,21:03:28,0,3507,18562,20181119
rb1905,21:03:28,500,3506,18566,20181119
rb1905,21:03:29,0,3506,18566,20181119
rb1905,21:03:29,500,3506,18568,20181119
rb1905,21:03:30,0,3506,18616,20181119
rb1905,21:03:30,500,3506,18766,20181119
rb1905,21:03:31,0,3506,18786,20181119
rb1905,21:03:31,500,3506,18790,20181119
rb1905,21:03:32,0,3506,18812,20181119
rb1905,21:03:32,500,3505,18828,20181119
rb1905,21:03:33,0,3506,18908,20181119
rb1905,21:03:33,500,3506,18916,20181119
rb1905,21:03:34,0,3506,18990,20181119
rb1905,21:03:34,500,3506,19032,20181119
rb1905,21:03:35,0,3506,19034,20181119
rb1905,21:03:35,500,3506,19034,20181119
rb1905,21:03:36,0,3507,19054,20181119
rb1905,21:03:36,500,3507,19056,20181119
rb1905,21:03:37,0,3506,19098,20181119
rb1905,21:03:37,500,3506,19120,20181119
rb1905,21:03:38,0,3506,19128,20181119
rb1905,21:03:38,500,3506,19128,20181119
rb1905,21:03:39,0,3506,19134,20181119
rb1905,21:03:39,500,3506,19134,20181119
rb1905,21:03:40,0,3505,19136,20181119
rb1905,21:03:40,500,3505,19136,20181119
rb1905,21:03:41,0,3505,19136,20181119
rb1905,21:03:41,500,3505,19142,20181119
rb1905,21:03:42,0,3505,19142,20181119
rb1905,21:03:42,500,3505,19142,20181119
rb1905,21:03:43,0,3506,19144,20181119
rb1905,21:03:43,500,3506,19146,20181119
rb1905,21:03:44,0,3506,19388,20181119
rb1905,21:03:44,500,3506,19400,20181119
rb1905,21:03:45,0,3506,19404,20181119
rb1905,21:03:45,500,3506,19404,20181119
rb1905,21:03:46,0,3506,19406,20181119
rb1905,21:03:46,500,3506,19406,20181119
rb1905,21:03:47,0,3505,19668,20181119
rb1905,21:03:47,500,3504,19804,20181119
rb1905,21:03:48,0,3504,19816,20181119
rb1905,21:03:48,500,3505,19834,20181119
rb1905,21:03:49,0,3505,19840,20181119
rb1905,21:03:49,500,3505,19840,20181119
rb1905,21:03:50,0,3505,19840,20181119
rb1905,21:03:50,500,3505,19850,20181119
rb1905,21:03:51,0,3505,19852,20181119
rb1905,21:03:51,500,3505,19862,20181119
rb1905,21:03:52,0,3505,19864,20181119
rb1905,21:03:52,500,3504,19872,20181119
rb1905,21:03:53,0,3504,20032,20181119
rb1905,21:03:53,500,3504,20040,20181119
rb1905,21:03:54,0,3504,20044,20181119
rb1905,21:03:54,500,3503,20072,20181119
rb1905,21:03:55,0,3503,20076,20181119
rb1905,21:03:55,500,3503,20080,20181119
rb1905,21:03:56,0,3503,20194,20181119
rb1905,21:03:56,500,3503,20372,20181119
rb1905,21:03:57,0,3503,20588,20181119
rb1905,21:03:57,500,3502,20666,20181119
rb1905,21:03:58,0,3502,20712,20181119
rb1905,21:03:58,500,3501,20720,20181119
rb1905,21:03:59,0,3501,20766,20181119
rb1905,21:03:59,500,3501,20772,20181119
rb1905,21:04:00,0,3501,20780,20181119
rb1905,21:04:00,500,3501,20812,20181119
rb1905,21:04:01,0,3501,20818,20181119
rb1905,21:04:01,500,3501,20852,20181119
rb1905,21:04:02,0,3501,21016,20181119
rb1905,21:04:02,500,3501,21024,20181119
rb1905,21:04:03,0,3502,21058,20181119
rb1905,21:04:03,500,3501,21080,20181119
rb1905,21:04:04,0,3501,21166,20181119
rb1905,21:04:04,500,3503,21338,20181119
rb1905,21:04:05,0,3503,21374,20181119
rb1905,21:04:05,500,3502,21386,20181119
rb1905,21:04:06,0,3502,21436,20181119
rb1905,21:04:06,500,3502,21448,20181119
rb1905,21:04:07,0,3502,21572,20181119
rb1905,21:04:07,500,3502,21574,20181119
rb1905,21:04:08,0,3503,21578,20181119
rb1905,21:04:08,500,3502,21624,20181119
rb1905,21:04:09,0,3502,21666,20181119
rb1905,21:04:09,500,3503,21670,20181119
rb1905,21:04:10,0,3502,21676,20181119
rb1905,21:04:10,500,3502,21676,20181119
rb1905,21:04:11,0,3502,21676,20181119
rb1905,21:04:11,500,3503,21680,20181119
rb1905,21:04:12,0,3504,21688,20181119
rb1905,21:04:12,500,3504,21816,20181119
rb1905,21:04:13,0,3503,21826,20181119
rb1905,21:04:13,500,3502,22516,20181119
rb1905,21:04:14,0,3503,22546,20181119
rb1905,21:04:14,500,3503,22586,20181119
rb1905,21:04:15,0,3503,22606,20181119
rb1905,21:04:15,500,3503,22608,20181119
rb1905,21:04:16,0,3504,22610,20181119
rb1905,21:04:16,500,3503,22638,20181119
rb1905,21:04:17,0,3503,22642,20181119
rb1905,21:04:17,500,3503,22644,20181119
rb1905,21:04:18,0,3503,22656,20181119
rb1905,21:04:18,500,3503,22658,20181119
rb1905,21:04:19,0,3503,22666,20181119
rb1905,21:04:19,500,3502,22762,20181119
rb1905,21:04:20,0,3502,22774,20181119
rb1905,21:04:20,500,3502,22784,20181119
rb1905,21:04:21,0,3503,22788,20181119
rb1905,21:04:21,500,3503,22788,20181119
rb1905,21:04:22,0,3502,22800,20181119
rb1905,21:04:22,500,3503,22802,20181119
rb1905,21:04:23,0,3502,22806,20181119
rb1905,21:04:23,500,3502,22806,20181119
rb1905,21:04:24,0,3502,22810,20181119
rb1905,21:04:24,500,3503,22838,20181119
rb1905,21:04:25,0,3502,22878,20181119
rb1905,21:04:25,500,3502,22878,20181119
rb1905,21:04:26,0,3502,22880,20181119
rb1905,21:04:26,500,3502,22882,20181119
rb1905,21:04:27,0,3502,22884,20181119
rb1905,21:04:27,500,3502,22904,20181119
rb1905,21:04:28,0,3502,22904,20181119
rb1905,21:04:28,500,3502,22912,20181119
rb1905,21:04:29,0,3502,22922,20181119
rb1905,21:04:29,500,3502,22928,20181119
rb1905,21:04:30,0,3503,22944,20181119
rb1905,21:04:30,500,3503,22954,20181119
rb1905,21:04:31,0,3503,22954,20181119
rb1905,21:04:31,500,3503,23128,20181119
rb1905,21:04:32,0,3503,23136,20181119
rb1905,21:04:32,500,3503,23158,20181119
rb1905,21:04:33,0,3503,23180,20181119
rb1905,21:04:33,500,3503,23180,20181119
rb1905,21:04:34,0,3504,23182,20181119
rb1905,21:04:34,500,3504,23188,20181119
rb1905,21:04:35,0,3504,23294,20181119
rb1905,21:04:35,500,3504,23304,20181119
rb1905,21:04:36,0,3504,23310,20181119
rb1905,21:04:36,500,3504,23310,20181119
rb1905,21:04:37,0,3504,23312,20181119
rb1905,21:04:37,500,3504,23332,20181119
rb1905,21:04:38,0,3504,23362,20181119
rb1905,21:04:38,500,3504,23362,20181119
rb1905,21:04:39,0,3504,23362,20181119
rb1905,21:04:39,500,3504,23362,20181119
rb1905,21:04:40,0,3504,23362,20181119
rb1905,21:04:40,500,3505,23430,20181119
rb1905,21:04:41,0,3505,23438,20181119
rb1905,21:04:41,500,3503,23442,20181119
rb1905,21:04:42,0,3503,23444,20181119
rb1905,21:04:42,500,3503,23466,20181119
rb1905,21:04:43,0,3504,23470,20181119
rb1905,21:04:43,500,3504,23470,20181119
rb1905,21:04:44,0,3504,23470,20181119
rb1905,21:04:44,500,3504,23470,20181119
rb1905,21:04:45,0,3503,23740,20181119
rb1905,21:04:45,500,3504,23744,20181119
rb1905,21:04:46,0,3503,23746,20181119
rb1905,21:04:46,500,3503,23754,20181119
rb1905,21:04:47,0,3503,23754,20181119
rb1905,21:04:47,500,3503,23800,20181119
rb1905,21:04:48,0,3502,23910,20181119
rb1905,21:04:48,500,3502,23914,20181119
rb1905,21:04:49,0,3501,23916,20181119
rb1905,21:04:49,500,3501,23932,20181119
rb1905,21:04:50,0,3501,24464,20181119
rb1905,21:04:50,500,3500,24542,20181119
rb1905,21:04:51,0,3500,25116,20181119
rb1905,21:04:51,500,3498,25384,20181119
rb1905,21:04:52,0,3498,25620,20181119
rb1905,21:04:52,500,3499,25658,20181119
rb1905,21:04:53,0,3500,25682,20181119
rb1905,21:04:53,500,3500,25728,20181119
rb1905,21:04:54,0,3501,25740,20181119
rb1905,21:04:54,500,3501,25786,20181119
rb1905,21:04:55,0,3499,25844,20181119
rb1905,21:04:55,500,3500,25854,20181119
rb1905,21:04:56,0,3499,25866,20181119
rb1905,21:04:56,500,3499,25876,20181119
rb1905,21:04:57,0,3499,25880,20181119
rb1905,21:04:57,500,3499,25884,20181119
rb1905,21:04:58,0,3499,25908,20181119
rb1905,21:04:58,500,3500,25960,20181119
rb1905,21:04:59,0,3499,25976,20181119
rb1905,21:04:59,500,3500,25992,20181119
rb1905,21:05:00,0,3499,25998,20181119
rb1905,21:05:00,500,3498,26106,20181119
rb1905,21:05:01,0,3500,26158,20181119
rb1905,21:05:01,500,3499,26166,20181119
rb1905,21:05:02,0,3500,26220,20181119
rb1905,21:05:02,500,3499,26262,20181119
